symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url
SNPS,94043,Technology,15036,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. It offers Fusion Design Platform, a digital design implementation solution; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. The company also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating point components, and Arm AMBA interconnect fabric and peripherals. It offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. The company provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. It offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle; manufacturing solutions; and professional and other services. It has a collaboration with IBM Research's AI Hardware Center to advance the development of chip architectures and design methodologies critical to the next generation of AI chips; and with Spirent Communications plc. Synopsys, Inc. was founded in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],http://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.22311,0.18481001,0.80263,1324214016,0.096,0.18527001,909649984,184,buy,2943043000,1073615872,340,296.3,-0.216,1.184,0.05847,17,325.59,13.076,0.15411,350,1530168064,674084992,4077212928,10.034,USD,26.727,1.024,1.9,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_35028,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,us_market,,11.11,,49.798,,,7.37,,152575008,,,,33.353,1563857,0.010299999,,1604102400,0.90063006,753523968,5.138,,,8.883758,0.00634,1667174400,,1627689600,2.07,1628812800,151505386,1.079148,45298417664,2,,1064361600,2:01,,,,-0.215,11.08796,1631664000,3.09,,40.203526,,0.0116,1545297,,,,292.04,295.8,278.95117,,0,,299.48,,663485,292.04,318.54028,,295.8,,663485,,,,,,,295.39,USD,57.66835,604820,,,,45207973888,,,682620,295.39,300,1000,604820,340.66,,,211.2,282.61,FALSE,,1400,299.48,296.3,https://logo.clearbit.com/synopsys.com
SO,30308,Utilities,27700,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates in four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services. The company also constructs, acquires, owns, and manages power generation assets, including renewable energy and battery energy storage projects and sells electricity in the wholesale market; and distributes natural gas in Illinois, Georgia, Virginia, and Tennessee, as well as provides gas marketing services, wholesale gas services, and gas pipeline investments operations. It owns and/or operates 30 hydroelectric generating stations, 24 fossil fuel generating stations, 3 nuclear generating stations, 13 combined cycle/cogeneration stations, 44 solar facilities, 13 wind facilities, 1 fuel cell facility, and 1 battery storage facility; and constructs, operates, and maintains 75,924 miles of natural gas pipelines and 14 storage facilities with total capacity of 157 Bcf to provide natural gas to residential, commercial, and industrial customers. The company serves approximately 8.6 million electric and gas utility customers. It also provides products and services in the areas of energy efficiency, and utility infrastructure. In addition, the company offers digital wireless communications and fiber optics services. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia.",Atlanta,404 506 5000,GA,United States,[],http://www.southerncompany.com,1,"30 Ivan Allen Jr. Boulevard, N.W.",Utilities—Regulated Electric,0.4385,0.14406,0.47085997,6752999936,0.125,0.25823,9578999808,52,hold,9897000000,-1297500032,71,62.51,-0.395,0.819,0.0287,17,68.5,163.175,0.095240004,76,1582000000,53908000768,21845000192,1.494,USD,20.618,0.369,2.6,NYQ,Southern Company (The),The Southern Company,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_120623,98d0360b-392d-35f1-953a-cdd6489b6e88,us_market,,5.653,,12.892,,,3.55,,1058630016,,,,26.905,11971296,0.0113,,1609372800,0.6067,3147000064,3.18,,,2.32336,0.00184,1672444800,,1625011200,2.95,1628812800,1056051690,0.448144,1.23E+11,2,,986256000,10000:6109,,,,-0.392,3.0292954,1631664000,3.09,,17.60845,,0.0113,11559641,,,,62.1,62.05,64.012825,0.04122383,0.8746,,62.56,,3606971,62.1,64.38088,2.56,62.05,,3606971,,,2.64,1628812800,,,61.51,USD,19.657232,2985110,,,,66174959616,,,4116310,61.51,62.6,800,2985110,67.54,,4.54,56.69,62.41,FALSE,0.0421,1300,62.56,62.51,https://logo.clearbit.com/southerncompany.com
SPG,46204,Real Estate,2400,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",Indianapolis,317-636-1600,IN,United States,[],http://www.simon.com,1,225 West Washington Street,REIT—Retail,0.71809995,0.31688,0.80963,3390135040,0.181,0.44245997,3362693888,130,buy,3716888000,2283773696,145,137.15,1.263,0.521,0.037609998,17,149.76,634.492,0.50394,177,1290798976,26742915072,4682738176,3.928,USD,14.637,0.501,2.2,NYQ,"Simon Property Group, Inc.","Simon Property Group, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_34378,c481f9ec-0de4-363f-a710-ed57abf0c2e6,us_market,,14.858,,20.691,,,4.92,,328531008,,,,9.199,12912035,0.039300002,,1609372800,0.90202004,1480525952,3.554,,,14.909228,0.00486,1672444800,,1625011200,6.46,1627603200,325771393,1.552947,69576548352,2,,1401321600,1063:1000,,,,1.423,9.622388,1630368000,2.82,,27.876015,,0.052800003,13661873,,,,134.77,135,127.29232,0.03858425,1.4442,,137.56,,1586528,134.77,132.68236,5.2,135,,1586528,,,6,1631059200,,,134.22,USD,38.59032,2993316,,,,45059121152,,,1954137,134.22,137.39,800,2993316,137.56,,5.59,59.35,137.22,FALSE,0.045700002,1100,137.56,137.15,https://logo.clearbit.com/simon.com
SPGI,10041,Financial Services,23000,"S&P Global Inc., together with its subsidiaries, provides ratings, benchmarks, analytics, and data to the capital and commodity markets worldwide. The company operates through four segments: S&P Global Ratings (Ratings), S&P Global Market Intelligence (Market Intelligence), S&P Global Platts (Platts), and S&P Dow Jones Indices (Indices). The Ratings segment offers credit ratings, research, and analytics to investors, corporations, governments, municipalities, commercial and investment banks, insurance companies, asset managers, and other debt issuers. The Market Intelligence segment provides multi-asset-class data, research, and analytical capabilities that integrate cross-asset analytics and desktop services to investment managers, investment banks, private equity firms, insurance companies, commercial banks, corporations, professional services firms, government agencies, and regulators. The Platts segment offers essential price data, analytics, and industry insights for the commodity and energy markets. It serves producers, traders, and intermediaries within the energy, petrochemicals, metals, and agriculture markets. The Indices segment provides index that maintains various valuation and index benchmarks for investment advisors, wealth managers, and institutional investors. The company also offers analytics, artificial intelligence, machine learning, and data visualization systems to Wall Street's premier global banks and investment institutions, as well as the National Security community; subscription and custom reports on bank deposits, loans, fees, and other product data to the financial services industry; and insights on global supply chains. The company was formerly known as McGraw Hill Financial, Inc. and changed its name to S&P Global Inc. in April 2016. S&P Global Inc. was founded in 1860 and is headquartered in New York, New York.",New York,212 438 1000,NY,United States,[],http://www.spglobal.com,1,55 Water Street,Financial Data & Stock Exchanges,0.55941004,0.3141,0.72674006,3640999936,0.084,0.53376,4383000064,455,buy,5350000000,3124499968,476,430.43,0.006,2.091,0.21334,12,473.33,110.663,0.75109,491,5213000192,4909000192,7834999808,21.631,USD,32.564,2.001,1.8,NYQ,S&P Global Inc.,S&P Global Inc.,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_21719,4ee881d1-e561-3ba4-9941-3a51f942bca8,us_market,,14.215,,25.411,,,13.93,,240900000,,,,4.284,16947156,0.070300005,,1609372800,0.95352,2460999936,10.158,,,100.473854,0.00212,1672444800,,1625011200,14.31,1627603200,240587890,0.948689,1.11E+11,2,,1116374400,2:01,,,,0.008,13.234281,1630368000,3.66,,30.899496,,0.0704,18175851,,,,430.67,433,408.91376,0.006455058,0.2829,,433.5,,947014,430.67,440.76706,2.78,433,,947014,,,3.08,1629849600,,,424.54,USD,42.373497,1242713,,,,1.04E+11,,,1117193,424.54,500,1100,1242713,456.63,,0.93,303.5,429.69,FALSE,0.0068,800,433.5,430.43,https://logo.clearbit.com/spglobal.com
SRE,92101,Utilities,19000,"Sempra operates as an energy-services holding company in the United States and internationally. The company's San Diego Gas & Electric Company segment generates, transmits, and distributes electricity; and supplies natural gas. It offers electric services to approximately 3.7 million population and natural gas services to approximately 3.4 million population that covers 4,100 square miles. Its Southern California Gas Company segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas to a population of approximately 22 million covering an area of 24,000 square miles. The company's Sempra Texas Utilities segment engages in the regulated transmission and distribution of electricity serving 3.7 million homes and businesses, and operation of 139,000 miles of transmission and distribution lines. Its transmission system includes 18,127 circuit miles of transmission lines, 336 transmission stations, and 806 distribution substations; distribution system comprises 121,129 miles of overhead and underground lines; and 63 miles of electric transmission lines. The company's Sempra Mexico segment develops, owns, operates, or holds interests in natural gas, electric, LNG, LPG, ethane, and liquid fuels infrastructure; purchases LNG; purchases and sells natural gas; and operates natural-gas-fired, and wind and solar power generation facilities. Its assets/facilities consist of 1,850 miles of natural gas transmission pipelines, 15 compressor stations, and 139 miles of ethane pipelines; and 2,729 miles of natural gas distribution pipelines. Its Sempra LNG segment develops and builds natural gas liquefaction export facilities; holds an interest in a facility for the export of LNG; owns and operates natural gas pipelines; and buys, sells, and transports natural gas. The company was formerly known as Sempra Energy and changed its name to Sempra in July 2021. Sempra was founded in 1998 and is headquartered in San Diego, California.",San Diego,619 696 2000,CA,United States,[],http://www.sempra.com,1,488 8th Avenue,Utilities—Diversified,0.37845,0.3475,0.38776,2775000064,0.076,0.23302001,4390000128,132,buy,4499000000,-2167749888,150,126.85,0.13,0.611,0.024820002,16,151.09,96.79,0.09702,174,725000000,24785999872,11600000000,2.395,USD,39.576,0.41,2.2,NYQ,DBA Sempra,Sempra,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_120622,b972b330-bcbc-3220-8032-58f963c87063,us_market,,5.8,,15.326,,,8.51,,302760992,,,,74.406,3263143,0.0108,,1609372800,0.84999,2108000000,13.143,,,1.7048357,0.00051,1672444800,,1617148800,2.05,1623715200,302485193,0.657236,67279151104,2,,707011200,2:01,,,,0.124,3.3447392,1626307200,3.85,,14.9059925,,0.0108,3834668,,,,124.41,122.98,133.86137,0.034000482,0.5923,,127.06,,1530271,124.41,130.2506,4.23,122.98,,1530271,,,4.4,1625529600,,,122.76,USD,9.6515255,1720796,,,,38798974976,,,1227940,122.76,128.91,800,1720796,144.93,,2.96,114.66,124.86,FALSE,0.0332,1100,127.06,126.85,https://logo.clearbit.com/sempra.com
STE,D02 R296,Healthcare,13000,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in three segments: Healthcare, Applied Sterilization Technologies, and Life Sciences. The Healthcare segment offers cleaning chemistries and sterility assurance products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. This segment offers its products and services to acute care hospitals and other healthcare settings. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The company is based in Dublin, Ireland.",Dublin,353 1 232 2000,,Ireland,[],http://www.steris.com,1,70 Sir John Rogersonâs Quay,Medical Devices,0.26417,0.08394,0.44252,652944000,0.448,0.18964,900020992,239,buy,1368778000,123676624,250,220.05,,1.754,0.046240002,5,249.6,58.29,0.05666,255,534774016,3838414080,3407009024,5.361,USD,39.387,1.116,1.6,NYQ,STERIS plc (Ireland),STERIS plc,America/New_York,EDT,FALSE,-14400000,,EQUITY,,,finmb_34783,e14378b8-12ac-3007-be88-db01b8034353,us_market,,7.267,,27.509,,,8.32,,99676800,,,,45.47,971969,0.0097,,1617148800,0.93999,285996000,4.63,,,4.8394547,0.00316,1680220800,,1625011200,2.01,1627603200,99408787,0.550218,24758257664,2,,904003200,2:01,,,,,6.4378695,1630368000,2.82,,26.448318,,0.0107,1075070,,,,218.21,217.91,207.69087,0.007194904,0.479,,221.02,,645571,218.21,214.13089,1.57,217.91,,645571,,,1.72,1630540800,,,217.05,USD,47.526997,471873,,,,21933879296,,,474434,217.05,220.23,1300,471873,226,,1.11,170.36,220.21,FALSE,0.008,1400,221.02,220.05,https://logo.clearbit.com/steris.com
STT,2111,Financial Services,39146,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. It offers investment servicing products and services, including custody; product accounting; daily pricing and administration; master trust and master custody; depotbank; record-keeping; cash management; foreign exchange, brokerage, and other trading services; securities finance; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. The company also engages in the provision of portfolio management and risk analytics, as well as trading and post-trade settlement services with integrated compliance and managed data throughout. In addition, it provides investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, the company offers services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and global fiduciary solutions, as well as exchange-traded fund under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",Boston,617 786 3000,MA,United States,[],http://www.statestreet.com,1,State Street Financial Center,Asset Management,0,0.20275,0,-13168000000,0.057,0.28243,,86,buy,11615000000,,97,89.61,0.113,,0.00782,15,99.8,,0.09488,122,1.31E+11,26623000576,11708999680,380.002,USD,33.403,,2.3,NYQ,State Street Corporation,State Street Corporation,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_188785,9d82ed81-6b6f-3b88-986b-476e7740c977,us_market,,-6.167,,,,,8.02,,347768000,,,,66.169,4201435,0.0115,,1609372800,0.87135005,2232000000,6.07,,,1.3542596,0.00437,1672444800,,1625011200,1.68,1628812800,325417675,1.560043,-72206237696,2,,991267200,2:01,,,,0.099,2.661499,1631664000,0.83,,11.173316,,0.0115,3927897,,,,90.63,90.92,85.88384,0.022950457,0.3312,,90.92,,2106100,90.63,88.39794,2.08,90.92,,2106100,,,2.28,1632960000,,,88.74,USD,14.762768,2077291,,,,31163490304,,,2219506,88.74,89.7,900,2077291,94.64,,2.43,57.16,89.59,FALSE,0.026300002,800,90.92,89.61,https://logo.clearbit.com/statestreet.com
STX,D02 NX53,Technology,40000,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally. The company offers hard disk and solid state drives, including serial advanced technology attachment, serial attached SCSI, and non-volatile memory express products; solid state hybrid drives; and storage subsystems. It also provides enterprise data solutions portfolio comprising storage subsystems and mass capacity optimized private cloud storage solutions for enterprises, cloud service providers, and scale-out storage servers and original equipment manufacturers (OEMs). In addition, the company offers external storage solutions under the Seagate Ultra Touch, One Touch, and Expansion product lines, as well as under the LaCie and Maxtor brands in capacities up to 16TB. It sells its products primarily to OEMs, distributors, and retailers. Seagate Technology Holdings plc was founded in 1978 and is based in Dublin, Ireland.",Dublin,353 1 234 3136,,Ireland,[],http://www.seagate.com,1,38/39 Fitzwilliam Square,Computer Hardware,0.17761,0.12302,0.2731,1626000000,0.197,0.14044,1896999936,85,buy,2917000000,618000000,102,79.57,2.228,1.294,0.1065,21,104.81,825.198,1.0868499,135,1211000064,5207000064,10680999936,5.321,USD,44.136,0.811,2.4,NMS,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_3738520,db8faad9-e67f-3bc2-8b00-0e10d60de875,us_market,,2.208,,12.434,,,6.73,,228872992,,,,2.108,10400418,0.046,,1625184000,0.83771,1314000000,3.957,,,37.746677,0.00367,1688256000,,1625184000,4.66,1628812800,209185421,1.113537,23588071424,2,,,,,,,1.904,1.7050298,1631664000,0.75,,11.823179,,0.0575,9384950,,,,79.01,79.23,87.89746,0.033413492,0.4963,,80.3,,2542542,79.01,84.54647,2.64,79.23,,2542542,,,2.68,1632182400,,,78.76,USD,20.108667,1333782,,,,18211424256,,,2143428,78.76,79.56,1400,1333782,106.22,,5.19,46.92,79.58,FALSE,0.0311,800,80.3,79.57,https://logo.clearbit.com/seagate.com
STZ,14564,Consumer Defensive,9300,"Constellation Brands, Inc., together with its subsidiaries, produces, imports, markets, and sells beer, wine, and spirits in the United States, Canada, Mexico, New Zealand, and Italy. It provides beer primarily under the Corona Extra, Corona Premier, Corona Familiar, Corona Light, Corona Refresca, Corona Hard Seltzer, Modelo Especial, Modelo Negra, Modelo Chelada, Pacifico, and Victoria brands. The company offers wine under the 7 Moons, Cook's California Champagne, Cooper & Thief, Crafters Union, Kim Crawford, Meiomi, Mount Veeder, Ruffino, SIMI, The Dreaming Tree, Charles Smith, Prisoner, Robert Mondavi, and Schrader; and spirits under the Casa Noble, High West, Mi CAMPO, Nelson's Green Brier, and SVEDKA brands. It provides its products to wholesale distributors, retailers, on-premise locations, and state alcohol beverage control agencies. Constellation Brands, Inc. was founded in 1945 and is headquartered in Victor, New York.",Victor,585 678 7100,NY,United States,[],http://www.cbrands.com,1,Building 100,Beverages—Wineries & Distilleries,0.3832,0.14609,0.53918,2836000000,0.032,0.34817,3325400064,225,buy,4574300000,1814424960,266,219.13,,1.606,0.07215,22,265.64,82.906,0.10904,300,503800000,10444199936,8677999616,2.631,USD,44.788,0.692,2.1,NYQ,"Constellation Brands, Inc.","Constellation Brands, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_258589,16c070ad-8526-3e04-8ec0-b53f8aecbb2b,us_market,,5.843,,15.247,,,11.74,,168999008,,,,70.316,2005747,0.0104,,1614470400,0.82627,1267800064,10.325,,,3.1163604,0.04526,1677542400,,1622419200,1.98,1626307200,162834408,1.206024,50704015360,2,,1116201600,2:01,,,,,4.8667417,1628812800,2.33,,18.665247,,0.0125,2808482,,,,218.84,221.99,225.95682,0.013708646,0.4681,,222.39,,1544285,218.84,213.7194,3,221.99,,1544285,,,3.04,1628467200,,,218.0002,USD,21.223246,719158,,,,42233581568,,,1140337,218.0002,218.67,1000,719158,244.75,,1.3,160.63,218.6,FALSE,0.014400001,800,222.39,219.13,https://logo.clearbit.com/cbrands.com
SWK,6053,Industrials,53100,"Stanley Black & Decker, Inc. engages in the tools and storage, industrial, and security businesses worldwide. Its Tools & Storage segment offers power tools and equipment, including professional products, such as professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products comprising corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as lawn and garden products and related accessories, and home products. This segment sells its products through retailers, distributors, and a direct sales force to professional end users, distributors, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools, attachments, and accessories. This segment also serves oil and natural gas pipeline industry and other industrial customers. Its Security segment designs, supplies, and installs commercial electronic security systems and provides electronic security services; offers healthcare solutions, which include asset tracking, infant protection, pediatric protection, patient protection, wander management, fall management, and emergency call products; and sells automatic doors to commercial customers. This segment serves consumers, retailers, educational, financial, and healthcare institutions, as well as commercial, governmental, and industrial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",New Britain,860-225-5111,CT,United States,[],http://www.stanleyblackanddecker.com,1,1000 Stanley Drive,Tools & Accessories,0.19833,0.10797,0.36207,2385700096,0.366,0.16379,3323200000,190,buy,5039100000,2153149952,235,173.3,0.849,1.213,0.073070005,13,237.69,43.285,0.17179,260,440400000,4798600192,16755800064,2.702,USD,106.582,0.451,2.2,NYQ,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_304977,84b5b16f-52e2-352d-a8e8-73d7f7545d67,us_market,,2.111,,10.645,,,12.13,,161495008,,,,61.313,2134560,0.013099999,,1609545600,0.87583,1776199936,9.844,,,2.8264806,0.00253,1672617600,,1625270400,2.61,1627603200,162567702,1.413755,35373887488,2,,833846400,2:01,,,,0.927,1.6702924,1630368000,1.15,,14.286892,,0.013200001,1921950,,,,173.73,173.24,199.62856,0.016059402,0.2504,,174.1326,,711842,173.73,184.34412,2.79,173.24,,711842,,,3.16,1630627200,,,171.785,USD,17.604633,763995,,,,27987085312,,,952956,171.785,176.25,800,763995,225,,1.76,161.8,170.32,FALSE,0.017,800,174.1326,173.3,https://logo.clearbit.com/stanleyblackanddecker.com
SWKS,92617,Technology,10000,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was founded in 1962 and is headquartered in Irvine, California.",Irvine,949 231 3000,CA,United States,[],http://www.skyworksinc.com,1,5260 California Avenue,Semiconductors,0.39464,0.2984,0.49581,1640700032,0.515,0.32667,1876499968,162,buy,1636300000,773187520,215,155.22,1.623,7.819,0.1546,29,210.72,33.207,0.30895,255,2974200064,1661299968,4754999808,18.015,USD,28.718,6.13,2.3,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_1462309,3e3573db-84b3-3f81-a794-983ed41c6529,us_market,,5.862,,14.853,,,10.85,,165092992,,,,28.542,3036828,0.0184,,1601596800,0.76832,1418899968,7.224,,,5.4383016,0.0032,1664668800,,1625184000,2.39,1627603200,164469318,1.082423,27871827968,2,,956188800,2:01,,,,1.604,5.389219,1630368000,1.04,,14.30599,,0.0207,3148047,,,,158.65,155,179.04051,0.012228176,0.2356,,157.6977,,1467671,158.65,173.03941,1.94,155,,1467671,,,2.24,1629072000,,,154.53,USD,21.486712,2763516,,,,25625735168,,,1414909,154.53,155.25,1100,2763516,204,,1.41,134.28,155.31,FALSE,0.0127,900,157.6977,155.22,https://logo.clearbit.com/skyworksinc.com
SYF,6902,Financial Services,16500,"Synchrony Financial operates as a consumer financial services company in the United States. It provides a range of specialized financing programs and consumer banking products to digital, retail, home, auto, travel, health, and pet industries. The company also offers private label credit cards, dual cards, general purpose co-branded credit cards, and small and medium-sized business credit products; and promotional financing for consumer purchases, such as private label credit cards, dual cards, and installment loans. In addition, it provides promotional financing to consumers for health, veterinary and personal care procedures, and services and products, such as dental, vision, audiology, and cosmetic; debt cancellation products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, and savings accounts to retail and commercial customers, as well as accepts deposits through third-party securities brokerage firms. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. Synchrony Financial was incorporated in 2003 and is headquartered in Stamford, Connecticut.",Stamford,203-585-2400,CT,United States,[],http://www.synchrony.com,1,777 Long Ridge Road,Credit Services,0,0.40173998,0,6848999936,1.478,0.57307,,49,buy,5852000000,,57,48.4,34.333,,0.03519,19,56.95,,0.25429,65,11116999680,13457000448,8258999808,19.514,USD,14.192,,2.1,NYQ,Synchrony Financial,Synchrony Financial,America/New_York,EDT,TRUE,-14400000,,EQUITY,,,finmb_260334235,9d8744fb-a186-3d5c-997b-e6eb37ad99bb,us_market,,3.818,,,,,5.41,,581598976,,,,21.863,9483143,0.0166,,1609372800,1.00164,3276999936,3.558,,,2.213786,0.0039,1672444800,,1625011200,1.9,1628812800,565500434,1.765079,31530471424,2,,,,,,,24.875,3.4083292,1631664000,0.2,,8.946396,,0.0188,10492957,,,,49.69,49.43,47.10674,0.017709801,0.1574,,49.7,,4028500,49.69,49.071175,0.88,49.43,,4028500,,,0.88,1627603200,,,47.445,USD,13.6031475,4254767,,,,28149391360,,,4797339,47.445,49.2,800,4254767,52.2,,2.25,24.47,48,FALSE,0.0176,1200,49.7,48.4,https://logo.clearbit.com/synchrony.com
